video_id,frame_path,slot_name,crop_type,crop_path,card_name,score,needs_review,review_priority,slot_roi_x,slot_roi_y,slot_roi_w,slot_roi_h
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00059.jpg,next_card,next,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/phone-recording9/frame_00059_next_card.jpg,musketeer,66,True,medium,40,2260,120,125
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00050.jpg,card_1,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00050_card_1.jpg,skeleton-king,28,True,high,230,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00050.jpg,card_2,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00050_card_2.jpg,skeleton-dragons,20,True,high,430,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00050.jpg,card_3,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00050_card_3.jpg,valkyrie,20,True,high,630,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00050.jpg,card_4,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00050_card_4.jpg,mini-pekka,14,True,high,840,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00050.jpg,next_card,next,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/phone-recording9/frame_00050_next_card.jpg,musketeer,57,True,medium,40,2260,120,125
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00044.jpg,card_1,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00044_card_1.jpg,skeleton-king,64,True,medium,230,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00044.jpg,card_2,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00044_card_2.jpg,skeleton-dragons,78,False,low,430,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00044.jpg,card_3,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00044_card_3.jpg,valkyrie,51,True,medium,630,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00044.jpg,next_card,next,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/phone-recording9/frame_00044_next_card.jpg,mini-pekka,41,True,medium,40,2260,120,125
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00036.jpg,card_1,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00036_card_1.jpg,skeleton-king,47,True,medium,230,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00036.jpg,card_2,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00036_card_2.jpg,skeleton-dragons,43,True,medium,430,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00036.jpg,card_3,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00036_card_3.jpg,valkyrie,39,True,high,630,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00036.jpg,card_4,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00036_card_4.jpg,goblin-cage,34,True,high,840,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00036.jpg,next_card,next,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/phone-recording9/frame_00036_next_card.jpg,mini-pekka,42,True,medium,40,2260,120,125
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00065.jpg,card_1,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00065_card_1.jpg,skeleton-king,59,True,medium,230,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00065.jpg,card_2,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00065_card_2.jpg,skeleton-dragons,66,True,medium,430,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00065.jpg,card_3,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00065_card_3.jpg,valkyrie,53,True,medium,630,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00065.jpg,card_4,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00065_card_4.jpg,mini-pekka,19,True,high,840,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00065.jpg,next_card,next,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/phone-recording9/frame_00065_next_card.jpg,musketeer,66,True,medium,40,2260,120,125
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00022.jpg,card_1,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00022_card_1.jpg,skeleton-king,69,True,medium,230,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00022.jpg,card_2,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00022_card_2.jpg,skeleton-dragons,80,False,low,430,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00022.jpg,card_4,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00022_card_4.jpg,goblin-cage,71,False,low,840,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00022.jpg,next_card,next,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/phone-recording9/frame_00022_next_card.jpg,valkyrie,108,False,low,40,2260,120,125
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00096.jpg,card_1,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00096_card_1.jpg,skeleton-king,30,True,high,230,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00096.jpg,card_2,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00096_card_2.jpg,skeleton-dragons,31,True,high,430,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00096.jpg,next_card,next,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/phone-recording9/frame_00096_next_card.jpg,goblin-hut,90,False,low,40,2260,120,125
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00077.jpg,card_1,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00077_card_1.jpg,skeleton-king,41,True,medium,230,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00077.jpg,card_2,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00077_card_2.jpg,skeleton-dragons,41,True,medium,430,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00077.jpg,card_3,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00077_card_3.jpg,valkyrie,34,True,high,630,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00039.jpg,card_1,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00039_card_1.jpg,skeleton-king,53,True,medium,230,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00039.jpg,card_2,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00039_card_2.jpg,skeleton-dragons,44,True,medium,430,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00039.jpg,card_3,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00039_card_3.jpg,valkyrie,44,True,medium,630,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00039.jpg,card_4,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00039_card_4.jpg,goblin-cage,56,True,medium,840,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00039.jpg,next_card,next,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/phone-recording9/frame_00039_next_card.jpg,mini-pekka,42,True,medium,40,2260,120,125
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00089.jpg,card_1,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00089_card_1.jpg,skeleton-king,72,False,low,230,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00089.jpg,card_2,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00089_card_2.jpg,skeleton-dragons,79,False,low,430,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00089.jpg,card_4,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00089_card_4.jpg,musketeer,30,True,high,840,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00089.jpg,next_card,next,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/phone-recording9/frame_00089_next_card.jpg,fireball,34,True,high,40,2260,120,125
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00002.jpg,card_1,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00002_card_1.jpg,musketeer,75,False,low,230,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00002.jpg,card_3,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00002_card_3.jpg,goblin-hut,86,False,low,630,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00002.jpg,card_4,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00002_card_4.jpg,goblin-cage,127,False,low,840,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00002.jpg,next_card,next,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/phone-recording9/frame_00002_next_card.jpg,skeleton-king,93,False,low,40,2260,120,125
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00069.jpg,card_1,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00069_card_1.jpg,skeleton-king,28,True,high,230,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00069.jpg,card_2,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00069_card_2.jpg,skeleton-dragons,30,True,high,430,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00069.jpg,card_3,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00069_card_3.jpg,valkyrie,16,True,high,630,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00069.jpg,next_card,next,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/phone-recording9/frame_00069_next_card.jpg,musketeer,66,True,medium,40,2260,120,125
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00034.jpg,card_1,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00034_card_1.jpg,skeleton-king,42,True,medium,230,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00034.jpg,card_2,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00034_card_2.jpg,skeleton-dragons,40,True,medium,430,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00034.jpg,card_3,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00034_card_3.jpg,valkyrie,35,True,high,630,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00034.jpg,next_card,next,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/phone-recording9/frame_00034_next_card.jpg,mini-pekka,44,True,medium,40,2260,120,125
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00081.jpg,card_1,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00081_card_1.jpg,skeleton-king,47,True,medium,230,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00081.jpg,card_2,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00081_card_2.jpg,skeleton-dragons,43,True,medium,430,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00081.jpg,card_3,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00081_card_3.jpg,valkyrie,37,True,high,630,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00042.jpg,card_1,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00042_card_1.jpg,skeleton-king,57,True,medium,230,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00042.jpg,card_2,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00042_card_2.jpg,skeleton-dragons,58,True,medium,430,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00042.jpg,card_3,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00042_card_3.jpg,valkyrie,52,True,medium,630,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00042.jpg,card_4,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00042_card_4.jpg,goblin-cage,72,False,low,840,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00042.jpg,next_card,next,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/phone-recording9/frame_00042_next_card.jpg,mini-pekka,41,True,medium,40,2260,120,125
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00030.jpg,card_1,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00030_card_1.jpg,skeleton-king,38,True,high,230,2020,220,300
phone-recording9,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/phone-recording9/frame_00030.jpg,card_2,hand,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/phone-recording9/frame_00030_card_2.jpg,skeleton-dragons,33,True,high,430,2020,220,300
