video_id,frame_path,slot_name,crop_path,crop_type,card_name,score,split,chunk_id
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00011.jpg,card_2,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00011_card_2.jpg,hand,barbarian-hut,45,train,2
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00011.jpg,card_4,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00011_card_4.jpg,hand,barbarian-barrel,111,train,2
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00011.jpg,next_card,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/missing1/frame_00011_next_card.jpg,next,bomber,99,train,2
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00012.jpg,card_1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00012_card_1.jpg,hand,arrows,68,train,2
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00012.jpg,card_2,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00012_card_2.jpg,hand,barbarian-hut,53,train,2
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00012.jpg,card_4,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00012_card_4.jpg,hand,barbarian-barrel,110,train,2
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00012.jpg,next_card,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/missing1/frame_00012_next_card.jpg,next,bomber,95,train,2
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00013.jpg,card_1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00013_card_1.jpg,hand,arrows,68,train,2
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00013.jpg,card_2,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00013_card_2.jpg,hand,barbarian-hut,63,train,2
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00013.jpg,card_4,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00013_card_4.jpg,hand,barbarian-barrel,110,train,2
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00013.jpg,next_card,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/missing1/frame_00013_next_card.jpg,next,bomber,95,train,2
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00014.jpg,card_1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00014_card_1.jpg,hand,arrows,65,train,2
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00014.jpg,card_2,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00014_card_2.jpg,hand,barbarian-hut,60,train,2
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00014.jpg,card_3,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00014_card_3.jpg,hand,bomber,53,train,2
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00014.jpg,card_4,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00014_card_4.jpg,hand,barbarian-barrel,111,train,2
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00014.jpg,next_card,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/missing1/frame_00014_next_card.jpg,next,dart-goblin,63,train,2
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00015.jpg,card_1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00015_card_1.jpg,hand,arrows,65,train,2
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00015.jpg,card_2,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00015_card_2.jpg,hand,barbarian-hut,60,train,2
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00015.jpg,card_3,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00015_card_3.jpg,hand,bomber,53,train,2
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00015.jpg,card_4,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00015_card_4.jpg,hand,barbarian-barrel,111,train,2
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00015.jpg,next_card,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/missing1/frame_00015_next_card.jpg,next,dart-goblin,63,train,2
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00016.jpg,card_1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00016_card_1.jpg,hand,arrows,65,train,3
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00016.jpg,card_2,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00016_card_2.jpg,hand,barbarian-hut,60,train,3
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00016.jpg,card_3,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00016_card_3.jpg,hand,bomber,53,train,3
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00016.jpg,card_4,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00016_card_4.jpg,hand,barbarian-barrel,111,train,3
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00016.jpg,next_card,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/missing1/frame_00016_next_card.jpg,next,dart-goblin,82,train,3
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00017.jpg,card_1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00017_card_1.jpg,hand,arrows,66,train,3
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00017.jpg,card_2,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00017_card_2.jpg,hand,barbarian-hut,60,train,3
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00017.jpg,card_3,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00017_card_3.jpg,hand,bomber,54,train,3
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00017.jpg,card_4,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00017_card_4.jpg,hand,barbarian-barrel,98,train,3
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00017.jpg,next_card,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/missing1/frame_00017_next_card.jpg,next,dart-goblin,82,train,3
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00018.jpg,card_1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00018_card_1.jpg,hand,arrows,66,train,3
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00018.jpg,card_2,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00018_card_2.jpg,hand,barbarian-hut,60,train,3
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00018.jpg,card_3,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00018_card_3.jpg,hand,bomber,54,train,3
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00018.jpg,card_4,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00018_card_4.jpg,hand,barbarian-barrel,98,train,3
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00018.jpg,next_card,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/missing1/frame_00018_next_card.jpg,next,dart-goblin,82,train,3
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00019.jpg,card_1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00019_card_1.jpg,hand,arrows,71,train,3
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00019.jpg,card_2,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00019_card_2.jpg,hand,barbarian-hut,64,train,3
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00019.jpg,card_3,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00019_card_3.jpg,hand,bomber,55,train,3
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00019.jpg,card_4,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00019_card_4.jpg,hand,barbarian-barrel,105,train,3
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00019.jpg,next_card,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/missing1/frame_00019_next_card.jpg,next,dart-goblin,76,train,3
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00020.jpg,card_1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00020_card_1.jpg,hand,arrows,71,train,3
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00020.jpg,card_2,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00020_card_2.jpg,hand,barbarian-hut,41,train,3
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00020.jpg,card_3,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00020_card_3.jpg,hand,bomber,55,train,3
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00020.jpg,next_card,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/missing1/frame_00020_next_card.jpg,next,dart-goblin,76,train,3
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00021.jpg,card_1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00021_card_1.jpg,hand,arrows,71,val,4
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00021.jpg,card_2,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00021_card_2.jpg,hand,barbarian-hut,45,val,4
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00021.jpg,card_3,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00021_card_3.jpg,hand,bomber,55,val,4
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00021.jpg,next_card,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/missing1/frame_00021_next_card.jpg,next,dart-goblin,76,val,4
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00022.jpg,card_1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00022_card_1.jpg,hand,arrows,73,val,4
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00022.jpg,card_2,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00022_card_2.jpg,hand,dart-goblin,71,val,4
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00022.jpg,card_3,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00022_card_3.jpg,hand,bomber,55,val,4
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00022.jpg,next_card,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/missing1/frame_00022_next_card.jpg,next,archers,68,val,4
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00023.jpg,card_1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00023_card_1.jpg,hand,arrows,73,val,4
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00023.jpg,card_2,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00023_card_2.jpg,hand,barbarian-hut,54,val,4
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00023.jpg,card_3,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00023_card_3.jpg,hand,bomber,59,val,4
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00023.jpg,card_4,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00023_card_4.jpg,hand,dart-goblin,101,val,4
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00023.jpg,next_card,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/missing1/frame_00023_next_card.jpg,next,archers,72,val,4
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00024.jpg,card_1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00024_card_1.jpg,hand,arrows,73,val,4
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00024.jpg,card_2,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00024_card_2.jpg,hand,barbarian-hut,57,val,4
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00024.jpg,card_3,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00024_card_3.jpg,hand,bomber,65,val,4
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00024.jpg,card_4,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00024_card_4.jpg,hand,dart-goblin,101,val,4
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00024.jpg,next_card,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/missing1/frame_00024_next_card.jpg,next,archers,96,val,4
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00025.jpg,card_1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00025_card_1.jpg,hand,arrows,73,val,4
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00025.jpg,card_2,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00025_card_2.jpg,hand,barbarian-hut,57,val,4
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00025.jpg,card_4,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00025_card_4.jpg,hand,dart-goblin,102,val,4
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00025.jpg,next_card,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/missing1/frame_00025_next_card.jpg,next,archers,91,val,4
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00026.jpg,card_1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00026_card_1.jpg,hand,arrows,73,train,5
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00026.jpg,card_2,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00026_card_2.jpg,hand,barbarian-hut,57,train,5
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00026.jpg,card_4,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00026_card_4.jpg,hand,dart-goblin,102,train,5
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00026.jpg,next_card,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/missing1/frame_00026_next_card.jpg,next,archers,91,train,5
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00027.jpg,card_1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00027_card_1.jpg,hand,arrows,73,train,5
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00027.jpg,card_2,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00027_card_2.jpg,hand,barbarian-hut,57,train,5
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00027.jpg,card_4,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00027_card_4.jpg,hand,dart-goblin,102,train,5
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00027.jpg,next_card,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/missing1/frame_00027_next_card.jpg,next,archers,91,train,5
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00028.jpg,card_1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00028_card_1.jpg,hand,arrows,75,train,5
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00028.jpg,card_2,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00028_card_2.jpg,hand,barbarian-hut,33,train,5
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00028.jpg,card_4,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00028_card_4.jpg,hand,dart-goblin,100,train,5
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00028.jpg,next_card,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/missing1/frame_00028_next_card.jpg,next,archers,87,train,5
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00029.jpg,card_1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00029_card_1.jpg,hand,arrows,75,train,5
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00029.jpg,card_2,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00029_card_2.jpg,hand,barbarian-hut,37,train,5
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00029.jpg,card_4,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00029_card_4.jpg,hand,dart-goblin,100,train,5
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00029.jpg,next_card,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/next/missing1/frame_00029_next_card.jpg,next,archers,87,train,5
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00030.jpg,card_1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00030_card_1.jpg,hand,arrows,77,train,5
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00030.jpg,card_2,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00030_card_2.jpg,hand,barbarian-hut,40,train,5
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00030.jpg,card_3,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00030_card_3.jpg,hand,archers,77,train,5
missing1,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/frames/missing1/frame_00030.jpg,card_4,/home/keschler/Documents/Coding/cr-bot/capture/data/card_classifier/crops/hand/missing1/frame_00030_card_4.jpg,hand,dart-goblin,99,train,5
